NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,위도,경도
787,웃는얼굴한의원,한의원,02-477-1075,5351,"서울특별시 강동구 양재대로 1488, 302호 (길동)",,37.5385811,127.1405938
788,으샤신경외과의원,의원,02-485-5454,5351,"서울특별시 강동구 양재대로 1488, 2층 (길동)",,37.5385811,127.1405938
789,중앙성심의원,의원,02-484-4245,5351,"서울특별시 강동구  양재대로 1478, (길동)",,37.5376961,127.1402416
790,한빛치과의원,치과의원,02-473-7528,5351,"서울특별시 강동구 양재대로 1488, (길동)",,37.5385811,127.1405938
791,훈훈한내과의원,의원,02-484-7600,5351,"서울특별시 강동구 양재대로 1488, (길동)",,37.5385811,127.1405938
792,라이프치과의원,치과의원,02-478-2801,5351,"서울특별시 강동구 양재대로 1484, 4층 (길동)",,37.5381064,127.1403996
793,강동본치과의원,치과의원,02-479-3048,5295,"서울특별시 강동구 상암로 191, 명성빌딩 5층 (명일동)",,37.5465787,127.1438306
794,강동신경외과의원,의원,02-481-1700,5295,"서울특별시 강동구 상암로 191, 명성빌딩 4층 (명일동)",,37.5465787,127.1438306
795,의료법인마리아의료재단마리아병원,병원,02-2152-6555,5829,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",,37.4932775,127.1244081
796,타임치과의원,치과의원,02-472-2888,5303,"서울특별시 강동구 양재대로 1518, 2층 (길동)",,37.5411581,127.1415528
797,경희배상진한의원,한의원,02-427-9004,5296,"서울특별시 강동구 양재대로 1566, (명일동, 흥도빌딩)",http://www.omdi.co.kr/,37.5452275,127.1431953
798,서울주치과의원,치과의원,02-481-2879,5296,"서울특별시 강동구 양재대로 1566, 죽애빌딩 4층 1호 (명일동)",,37.5452275,127.1431953
799,모세정형외과의원,의원,02-489-0119,5302,"서울특별시 강동구 양재대로 1550, 3,4층 (길동)",http://www.mose119.com/,37.5439,127.142581
800,주온누리약국,약국,02-473-8842,5302,"서울특별시 강동구 양재대로 1550, (길동)",,37.5439,127.142581
801,우리동네행복한치과의원,치과의원,02-442-2494,5296,"서울특별시 강동구 양재대로 1564, 3층 (명일동)",,37.5450987,127.1430656
802,강동한방병원,한방병원,02-455-4500,5302,"서울특별시 강동구 양재대로 1556, (길동)",,37.5444572,127.1427559
803,가까운사랑약국,약국,02-428-4428,5296,"서울특별시 강동구 양재대로 1576, 삼익빌딩 1층 (명일동)",,37.5461713,127.1434571
804,강동온누리약국,약국,02-2135-7572,5296,"서울특별시 강동구 양재대로 1570, 미래빌딩 1층 (명일동)",,37.5456648,127.1432536
805,김병학내과의원,의원,02-442-3412,5296,"서울특별시 강동구 양재대로 1570, (명일동)",,37.5456648,127.1432536
806,명일연세내과의원,의원,02-428-8003,5296,"서울특별시 강동구 양재대로 1576, 삼익빌딩 4층 (명일동)",,37.5461713,127.1434571
807,봄의약속안과의원,의원,02-426-0020,5296,"서울특별시 강동구 양재대로 1570, 5층 (명일동)",,37.5456648,127.1432536
808,서울제통마취통증의학과의원,의원,02-429-9222,5296,"서울특별시 강동구 양재대로 1570, 미래빌딩 3층 (명일동)",,37.5456648,127.1432536
809,신통한의원,한의원,02-3013-7582,5296,"서울특별시 강동구 양재대로 1576, (명일동, 삼익빌딩)",,37.5461713,127.1434571
810,올바른재활의학과의원,의원,02-6954-2365,5296,"서울특별시 강동구 양재대로 1576, 삼익빌딩 2층 (명일동)",,37.5461713,127.1434571
811,이솔치과의원,치과의원,02-428-2803,5296,"서울특별시 강동구 양재대로 1576, (명일동, 삼익빌딩)",,37.5461713,127.1434571
812,하모니치과의원,치과의원,02-428-2844,5296,"서울특별시 강동구 양재대로 1570, 미래빌딩 6층 (명일동)",http://www.harmonydent.com/,37.5456648,127.1432536
813,화가한의원,한의원,02-428-1075,5296,"서울특별시 강동구 양재대로 1570, 미래빌딩 2층 (명일동)",,37.5456648,127.1432536
814,더참365정형외과의원,의원,02-441-9981,5296,"서울특별시 강동구 양재대로 1574, 4~5층 (명일동)",,37.5459185,127.1433489
815,희망약국,약국,02-430-3743,5829,"서울특별시 송파구 송이로 150, 재경빌딩 (가락동)",,37.4935236,127.1242515
816,사랑플러스병원,병원,02-1661-9991,5295,"서울특별시 강동구 양재대로 1580, (명일동)",http://www.sarang-plus.com/main/main.php,37.5466916,127.1436234
817,가람내과의원,의원,02-427-7575,5229,"서울특별시 강동구 아리수로50길 50, 4층 11호 (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
818,돔한의원,한의원,02-427-3457,5229,"서울특별시 강동구 아리수로50길 50, 3층 (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
819,무지개소아청소년과의원,의원,02-426-5575,5229,"서울특별시 강동구 아리수로50길 50, 4층 (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
820,미래본치과의원,치과의원,02-427-2220,5229,"서울특별시 강동구 아리수로50길 50, (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
821,새론이비인후과의원,의원,02-6952-2091,5229,"서울특별시 강동구 아리수로50길 50, 4층 (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
822,소중한이치과의원,치과의원,02-427-2272,5229,"서울특별시 강동구 아리수로50길 50, 3층 (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
823,스타온누리약국,약국,02-427-7588,5229,"서울특별시 강동구 아리수로50길 50, 4층 405,406,407호 (고덕동, 래미안힐스테이트고덕)",,37.5595685,127.1492167
824,오금한의원,한의원,02-409-1875,5825,"서울특별시 송파구 중대로 158, 156-1, 1층 (가락동)",,37.496191,127.1249609
825,미래치과의원,치과의원,02-471-0154,5408,"서울특별시 강동구 양재대로 1313, (성내동)",,37.5236855,127.1343689
826,백당한의원,한의원,02-478-1075,5408,"서울특별시 강동구  양재대로 1313-0, (성내동)",,37.5236855,127.1343689
827,사랑더하기약국,약국,02-3427-7645,5295,"서울특별시 강동구 양재대로 1588, 연우빌딩 1층 1호 (명일동)",,37.5472652,127.1437006
828,건강제일의료소비자생활협동조합 굿모닝치과의원,치과의원,02-483-2875,5353,"서울특별시 강동구 양재대로 1457, 4층 (길동)",,37.5359328,127.1390449
829,경희한빛한의원,한의원,02-442-2429,5292,"서울특별시 강동구 구천면로 418, 2층 (명일동)",,37.5505134,127.145045
830,스마일러치과의원,치과의원,02-404-2804,5805,"서울특별시 송파구 동남로 102, 레이102 2층 (문정동)",,37.4893765,127.1227805
831,강동더본약국,약국,02-477-8280,5353,"서울특별시 강동구 양재대로 1465, 마루홈타운 107호 (길동)",,37.536862,127.1394019
832,아산본내과의원,의원,02-488-0075,5353,"서울특별시 강동구 양재대로 1465, 마루홈타운 4,6층 (길동)",,37.536862,127.1394019
833,아산본한의원,한의원,02-488-0075,5353,"서울특별시 강동구 양재대로 1465, 마루홈타운 4,6층 (길동)",,37.536862,127.1394019
834,연세타이밍치과의원,치과의원,02-477-0028,5353,"서울특별시 강동구 양재대로 1465, 마루홈타운 5층 (길동)",,37.536862,127.1394019
835,뉴욕온누리약국,약국,02-428-0045,5295,"서울특별시 강동구 양재대로 1590, 1층 (명일동)",,37.5474559,127.1437281
836,삼성더블의원,의원,02-470-7553,5408,"서울특별시 강동구 양재대로 1303, 평원빌딩 7층 (성내동)",,37.5227722,127.1339673
837,코랄치과의원,치과의원,02-484-2879,5408,"서울특별시 강동구 양재대로 1303, 평원빌딩 2층 (성내동)",,37.5227722,127.1339673
838,한빛영상의학과의원,의원,02-472-0082,5408,"서울특별시 강동구 양재대로 1303, 평원빌딩 6층 (성내동)",http://,37.5227722,127.1339673
839,강동정신건강의학과의원,의원,02-487-6220,5353,"서울특별시 강동구 양재대로 1459, (길동)",http://www.gdclinic.co.kr,37.536162,127.1390863
840,정동인치과의원,치과의원,02-472-2875,5353,"서울특별시 강동구 양재대로 1459, (길동)",,37.536162,127.1390863
841,허리나은병원,병원,02-472-0114,5375,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",,37.5324777,127.1376388
842,길동치과의원,치과의원,02-474-2833,5342,"서울특별시 강동구 양재대로 1481, (길동)",,37.5382754,127.139913
843,늘편한내과의원,의원,02-489-2343,5405,"서울특별시 강동구 양재대로 1325, (성내동)",,37.5248028,127.1346966
844,둔촌온누리약국,약국,02-473-2448,5405,"서울특별시 강동구 양재대로 1325, 102,103호 (성내동)",,37.5248028,127.1346966
845,미모아피부과의원,의원,02-484-3463,5405,"서울특별시 강동구 양재대로 1325, (성내동)",,37.5248028,127.1346966
846,베스트약국,약국,02-474-2447,5405,"서울특별시 강동구 양재대로 1325, (성내동)",,37.5248028,127.1346966
847,사암당한의원,한의원,02-475-5575,5342,"서울특별시 강동구 양재대로 1481, 4,5층 (길동)",,37.5382754,127.139913
848,성모안과의원,의원,02-476-7818,5405,"서울특별시 강동구 양재대로 1325, 5층 (성내동)",http://www.lasiknara.com,37.5248028,127.1346966
849,연세진치과의원,치과의원,02-486-2882,5376,"서울특별시 강동구 양재대로 1393, 3층 (성내동)",,37.5304891,127.1368499
850,연세토브치과의원,치과의원,02-484-6078,5405,"서울특별시 강동구 양재대로 1329, (성내동)",,37.5252087,127.1348464
851,오케이(OK)플러스치과의원,치과의원,02-488-2882,5405,"서울특별시 강동구 양재대로 1325, (성내동)",,37.5248028,127.1346966
852,이이비인후과의원,의원,02-488-5595,5405,"서울특별시 강동구 양재대로 1325, 둔촌메디컬센타 (성내동)",,37.5248028,127.1346966
853,준소아청소년과의원,의원,02-472-5670,5405,"서울특별시 강동구 양재대로 1325, (성내동)",,37.5248028,127.1346966
854,클로버치과의원,치과의원,02-471-2275,5342,"서울특별시 강동구 양재대로 1483, 증산빌딩 3층 (길동)",,37.5384464,127.1399826
855,파란약국,약국,02-484-2479,5405,"서울특별시 강동구 양재대로 1325, 둔촌메디컬센타 101호 (성내동)",,37.5248028,127.1346966
856,푸른산부인과의원,의원,02-485-0078,5405,"서울특별시 강동구 양재대로 1325, (성내동)",,37.5248028,127.1346966
857,활기찬한의원,한의원,02-488-8875,5405,"서울특별시 강동구 양재대로 1325, 402호 (성내동)",,37.5248028,127.1346966
858,365서울바로치과의원,치과의원,02-474-2080,5408,"서울특별시 강동구 양재대로 1319, 대성빌딩 301-302호 (성내동)",,37.5241988,127.1344526
859,강동고려의원,의원,02-483-8886,5405,"서울특별시 강동구 양재대로 1327, (성내동)",,37.5249384,127.13473
860,강동연세이비인후과의원,의원,02-484-7585,5342,"서울특별시 강동구 양재대로 1479, (길동)",,37.5380886,127.1398273
861,강동웰치과의원,치과의원,02-482-2833,5408,"서울특별시 강동구 양재대로 1319, 대성빌딩 (성내동)",,37.5241988,127.1344526
862,경희포레온한의원,한의원,02-6413-7588,5408,"서울특별시 강동구 양재대로 1319, 대성빌딩 401호 (성내동)",http://attentionclinic.co.kr,37.5241988,127.1344526
863,기쁨내과의원,의원,02-477-8288,5408,"서울특별시 강동구 양재대로 1319, 대성빌딩 6층 601호호 (성내동)",,37.5241988,127.1344526
864,둔촌세계로약국,약국,02-471-4700,5408,"서울특별시 강동구 양재대로 1319, 102호 (성내동)",,37.5241988,127.1344526
865,박상화정형외과의원,의원,02-488-7750,5408,"서울특별시 강동구 양재대로 1319, (성내동)",,37.5241988,127.1344526
866,서울미소치과의원,치과의원,02-482-2804,5342,"서울특별시 강동구 양재대로 1479, 6층 (길동)",,37.5380886,127.1398273
867,서울석병원,병원,02-403-7585,5829,"서울특별시 송파구 송이로 148, (가락동)",https://seoulseokhospital.com/,37.4937452,127.1240445
868,시민당약국,약국,02-476-8100,5342,"서울특별시 강동구 양재대로 1479, (길동)",,37.5380886,127.1398273
869,연세척척재활의학과의원,의원,02-473-7533,5342,"서울특별시 강동구 양재대로 1479, 2,6층 (길동)",,37.5380886,127.1398273
870,지엘여성의원,의원,02-470-0167,5342,"서울특별시 강동구 양재대로 1479, (길동)",,37.5380886,127.1398273
871,강동경희한의원,한의원,02-477-9999,5353,"서울특별시 강동구 양재대로 1473, 4층 (길동)",,37.5375122,127.1395889
872,강동솔약국,약국,,5353,"서울특별시 강동구 양재대로 1473, 희헌타워 1층 (길동)",,37.5375122,127.1395889
873,강동씨엘치과의원,치과의원,02-471-7755,5353,"서울특별시 강동구 양재대로 1473, 희헌타워 3층 (길동)",,37.5375122,127.1395889
874,길동일번약국,약국,02-486-8448,5353,"서울특별시 강동구 양재대로 1477, 삼환빌딩 1층 2호 (길동)",,37.5377748,127.1396971
875,김형철신경과의원,의원,02-478-5856,5353,"서울특별시 강동구  양재대로 1477, (길동)",http://neuro4u.co.kr/index.asp,37.5377748,127.1396971
876,대가연마취통증의학과의원,의원,02-568-4955,5704,"서울특별시 송파구 중대로 193, 2,3,6,7층 (가락동, 주식회사홈캐스트)",,37.4993564,127.1258147
877,더건강약국,약국,02-402-2282,5704,"서울특별시 송파구 중대로 193, 주식회사홈캐스트 1층 (가락동)",,37.4993564,127.1258147
878,둔촌경희한의원,한의원,02-472-7979,5408,"서울특별시 강동구  양재대로 1311, (성내동)",,37.5235767,127.1342081
879,류마변세진내과의원,의원,02-6952-8288,5353,"서울특별시 강동구 양재대로 1473, 희헌타워 5층 (길동)",,37.5375122,127.1395889
880,리드힐마취통증의학과의원,의원,02-486-4200,5353,"서울특별시 강동구 양재대로 1477, 2층, 3층 (길동, 삼환빌딩)",,37.5377748,127.1396971
881,린피부과의원,의원,02-424-5007,5353,"서울특별시 강동구 양재대로 1473, 2층 203호 (길동)",,37.5375122,127.1395889
882,메리제이산부인과의원,의원,02-477-8090,5353,"서울특별시 강동구 양재대로 1477, 삼환빌딩 7층 (길동)",,37.5377748,127.1396971
883,봄빛한의원,한의원,02-489-1275,5353,"서울특별시 강동구 양재대로 1477, (길동)",,37.5377748,127.1396971
884,서울길치과의원,치과의원,02-475-2755,5353,"서울특별시 강동구 양재대로 1477, (길동)",,37.5377748,127.1396971
885,서울준내과의원,의원,02-6925-5154,5353,"서울특별시 강동구 양재대로 1477, 4층 (길동)",,37.5377748,127.1396971
886,서울힐링요양병원,요양병원,02-1833-7037,5704,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)",,37.4990602,127.1257253
887,성모김안과의원,의원,02-487-5425,5353,"서울특별시 강동구 양재대로 1477, 2층 (길동)",,37.5377748,127.1396971
888,신이비인후과의원,의원,02-477-2333,5353,"서울특별시 강동구 양재대로 1477, 삼환빌딩 4층 (길동)",,37.5377748,127.1396971
889,우리치과의원,치과의원,477-9336,5408,"서울특별시 강동구 양재대로 1317, 경일빌딩 2층 203호 (성내동)",,37.5239971,127.1343733
890,자연치유한의원,한의원,02-6941-1075,5704,"서울특별시 송파구 중대로 193, 주식회사홈캐스트 4층 (가락동)",,37.4993564,127.1258147
891,제니트비뇨의학과의원,의원,02-472-0123,5353,"서울특별시 강동구 양재대로 1477, 삼환빌딩 (길동)",,37.5377748,127.1396971
892,중앙치과의원,치과의원,02-482-3005,5408,"서울특별시 강동구 양재대로 1311, (성내동)",,37.5235767,127.1342081
893,평온정신건강의학과의원,의원,02-488-8555,5353,"서울특별시 강동구 양재대로 1477, 6층 602호 (길동, 삼환빌딩)",,37.5377748,127.1396971
894,한마음의원,의원,02-1644-5122,5408,"서울특별시 강동구 양재대로 1317, 경일빌딩 3,4층 (성내동)",,37.5239971,127.1343733
895,365경희제일한의원,한의원,02-474-4007,5404,"서울특별시 강동구 양재대로 1349, 3층 (성내동)",,37.5267275,127.1353772
896,강남약국,약국,02-486-7823,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
897,강동태평양약국,약국,02-473-3377,5405,"서울특별시 강동구 양재대로 1343, (성내동)",,37.5263466,127.1352321
898,경희해암한의원,한의원,02-485-6688,5404,"서울특별시 강동구 양재대로 1355, 2층 2호 (성내동)",,37.5274004,127.135632
899,김이중피부과의원,의원,02-484-6455,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
900,김정래이비인후과의원,의원,02-471-6022,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
901,동진외과의원,의원,02-482-0991,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
902,둔촌신경외과의원,의원,02-6929-3282,5404,"서울특별시 강동구 양재대로 1355, 오스카빌딩 2층 201호 (성내동)",,37.5274004,127.135632
903,바른마음내과의원,의원,02-476-7553,5404,"서울특별시 강동구 양재대로 1349, 2층 (성내동)",,37.5267275,127.1353772
904,서울늘열린의원,의원,02-484-4799,5405,"서울특별시 강동구 양재대로 1343, 2층 (성내동)",,37.5263466,127.1352321
905,오케이재활의학과의원,의원,02-474-7560,5404,"서울특별시 강동구 양재대로 1349, 2층 (성내동)",,37.5267275,127.1353772
906,올림픽오라클치과의원,치과의원,02-6952-7522,5404,"서울특별시 강동구 양재대로 1349, 3층 (성내동)",,37.5267275,127.1353772
907,정든약국,약국,02-426-3792,5295,"서울특별시 강동구 양재대로 1594, (명일동)",,37.5476877,127.1437514
908,차봉익치과의원,치과의원,02-476-8163,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
909,최돈순안과의원,의원,02-483-2125,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
910,하나의원,의원,477-7585,5404,"서울특별시 강동구 양재대로 1355, (성내동)",,37.5274004,127.135632
911,강동메디온약국,약국,0507-1491-0068,5353,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 1층 (길동)",,37.536395,127.1391046
912,경희미소담한의원,한의원,02-476-2085,5404,"서울특별시 강동구 양재대로 1363, 2층 (성내동)",,37.5278826,127.1357919
913,바로튼튼정형외과의원,의원,02-474-7585,5353,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 3층 (길동)",,37.536395,127.1391046
914,서울프라임한방병원,한방병원,02-6428-7575,5353,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 6-13층 (길동)",,37.536395,127.1391046
915,연세예일치과의원,치과의원,02-483-2801,5404,"서울특별시 강동구 양재대로 1363, (성내동)",,37.5278826,127.1357919
916,위드힘병원,병원,02-473-1531,5353,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",http://withhimcancer.com/,37.536395,127.1391046
917,매일약국,약국,02-485-1096,5405,"서울특별시 강동구 양재대로 1335, (성내동)",,37.5255838,127.1349179
918,삼성의원,의원,02-482-7642,5405,"서울특별시 강동구  양재대로 1335, (성내동)",,37.5255838,127.1349179
919,수인치과의원,치과의원,02-483-3644,5404,"서울특별시 강동구 양재대로 1367, (성내동)",http://www.suindental.co.kr,37.5283148,127.1359485
920,이영민내과의원,의원,02-475-6700,5405,"서울특별시 강동구 양재대로 1335, (성내동)",,37.5255838,127.1349179
921,이현미소아과의원,의원,02-483-5032,5405,"서울특별시 강동구 양재대로 1335, (성내동)",,37.5255838,127.1349179
922,참좋은김치과의원,치과의원,02-482-0886,5405,"서울특별시 강동구 양재대로 1335, 3층 (성내동)",,37.5255838,127.1349179
923,The원치과의원,치과의원,402-2876,5659,"서울특별시 송파구 마천로 74, 2층 (오금동, 남성빌딩)",,37.5074581,127.1284324
924,둔촌마음의원,의원,02-473-7574,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 5층 503호 (성내동)",,37.528046,127.1358384
925,래미피부과의원,의원,02-487-7077,5404,"서울특별시 강동구 양재대로 1365, (성내동, 심포니타워)",http://www.raemiskin.co.kr/,37.528046,127.1358384
926,맑을청365한의원,한의원,02-6956-3656,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 202, 203, 601호 (성내동)",,37.528046,127.1358384
927,미래이비인후과의원,의원,02-477-5075,5404,"서울특별시 강동구 양재대로 1365, (성내동, 심포니타워)",,37.528046,127.1358384
928,서울비전능현의원,의원,02-470-8888,5342,"서울특별시 강동구 양재대로 1505, 스타빌딩 3층 (길동)",,37.5402635,127.1406377
929,솔솔약국,약국,02-486-2005,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 111호 (성내동)",,37.528046,127.1358384
930,에스유연세안과의원,의원,02-472-9500,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 4.6층 (성내동)",http://www.suyonsei.com/,37.528046,127.1358384
931,연세보스톤치과의원,치과의원,02-478-6275,5404,"서울특별시 강동구 양재대로 1365, (성내동)",,37.528046,127.1358384
932,윤약국,약국,02-487-6694,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 110호 (성내동)",,37.528046,127.1358384
933,퀸즈여성의원,의원,02-428-2223,5404,"서울특별시 강동구  양재대로 1365, (성내동)",http://www.queendoctor.com,37.528046,127.1358384
934,한양내과의원,의원,02-471-6845,5404,"서울특별시 강동구 양재대로 1365, 심포니타워 (성내동)",,37.528046,127.1358384
935,한양재활의학과의원,의원,02-474-5300,5404,"서울특별시 강동구 양재대로 1365, (성내동)",,37.528046,127.1358384
936,다인정형외과의원,의원,02-486-5550,5376,"서울특별시 강동구 양재대로 1377, 삼원빌딩 308-310호 (성내동)",,37.5292243,127.1362754
937,다정약국,약국,02-471-0313,5376,"서울특별시 강동구 양재대로 1377, 2층 204호 (성내동)",,37.5292243,127.1362754
938,류비뇨기과의원,의원,02-476-5176,5405,"서울특별시 강동구 양재대로 1339, (성내동)",,37.5259577,127.1350289
939,연세스마일치과의원,치과의원,02-3784-2828,5376,"서울특별시 강동구 양재대로 1377, (성내동)",,37.5292243,127.1362754
940,임응훈내과의원,의원,02-479-3133,5376,"서울특별시 강동구 양재대로 1377, 2층 1호 (성내동)",,37.5292243,127.1362754
941,한길치과의원,치과의원,02-478-7528,5405,"서울특별시 강동구 양재대로 1339, 2층 206호 (성내동)",,37.5259577,127.1350289
942,봄담한방병원,한방병원,02-3013-3336,5295,"서울특별시 강동구 양재대로 1596, 3~6층 (명일동)",,37.5480936,127.1438135
943,아름다운신경과의원,의원,02-472-7168,5295,"서울특별시 강동구 양재대로 1596, (명일동)",www.hysclinic.com/,37.5480936,127.1438135
944,서울탑신경외과의원,의원,02-475-2625,5315,"서울특별시 강동구 양재대로 1543, 진주빌딩 3층 (천호동)",https://seoultopns.com/,37.5435097,127.1418778
945,연세프라임치과의원,치과의원,02-489-2888,5315,"서울특별시 강동구 양재대로 1543, (천호동, 진주빌딩)",,37.5435097,127.1418778
946,올바른서울병원,병원,02-1588-7740,5316,"서울특별시 강동구 양재대로 1525, 명품빌딩 (천호동)",,37.5420953,127.1412951
947,하늘빛사랑정신건강의학과의원,의원,02-408-8359,5829,"서울특별시 송파구 송이로 144, 유진빌딩 3층 (가락동)",,37.4939281,127.1239195
948,티앤씨병리과의원,의원,02-511-1515,5828,"서울특별시 송파구 중대로 150, 4층 (가락동, 백암빌딩)",,37.4955071,127.1243986
949,아문성형외과의원,의원,02-474-1517,5316,"서울특별시 강동구 양재대로 1517, 남해빌딩 2층 202호 (천호동)",,37.541268,127.1408881
950,참잘함한방병원,한방병원,1660-2500,5316,"서울특별시 강동구 양재대로 1517, 남해빌딩 2층일부, 3~5층 (천호동)",http://www.chamjalham.co.kr/,37.541268,127.1408881
951,강동길동매일365한의원,한의원,02-2088-6575,5353,"서울특별시 강동구 양재대로 1471, 2층 (길동)",,37.5373655,127.1392909
952,3층메디칼약국,약국,02-401-7657,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 23-1,23호 (방이동)",,37.515729,127.1310643
953,김성직치과의원,치과의원,02-401-2884,5648,"서울특별시 송파구 양재대로 1222, 2층 15호 (방이동)",,37.515729,127.1310643
954,김수연이비인후과의원,의원,02-404-8837,5648,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 14호 (방이동, 올림픽선수기자촌@ )",,37.515729,127.1310643
955,삼성강내과의원,의원,02-407-7950,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 2층 70,3호 (방이동)",,37.515729,127.1310643
956,선명한의원,한의원,02-471-6682,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 (방이동)",,37.515729,127.1310643
957,성분도치과의원,치과의원,02-402-2888,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 2층 2호 (방이동)",,37.515729,127.1310643
958,신원웅한의원,한의원,02-404-8884,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 316,345호 (방이동)",,37.515729,127.1310643
959,에스신경외과의원,의원,02-486-4275,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 1층 2-1호,3호,4호,22호 (방이동)",http://www.doctortalk.co.kr,37.515729,127.1310643
960,온누리건강약국,약국,02-404-9620,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 208,208-1호 (방이동)",,37.515729,127.1310643
961,위즈덤치과의원,치과의원,02-2043-3232,5648,"서울특별시 송파구 양재대로 1222, 304호 (방이동, 올림픽중심상가)",http://,37.515729,127.1310643
962,윤명희소아과의원,의원,02-409-9800,5648,"서울특별시 송파구 양재대로 1222, (방이동, 올림픽선수촌상가 343호)",,37.515729,127.1310643
963,이승희안과의원,의원,02-431-9503,5648,"서울특별시 송파구 양재대로 1222, 중심상가동 334호 (방이동, 올림픽선수기자촌아파트)",,37.515729,127.1310643
964,종우약국,약국,02-406-2271,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 1층 67호 (방이동)",,37.515729,127.1310643
965,참소망약국,약국,02-408-3393,5648,"서울특별시 송파구 양재대로 1222, 올림픽프라자 3층 15호 (방이동)",,37.515729,127.1310643
966,최경수치과의원,치과의원,02-401-6296,5648,"서울특별시 송파구 양재대로 1222, 2층 69호 (방이동, 올림픽프라자상가)",,37.515729,127.1310643
967,클렌피부과의원,의원,02-408-7676,5648,"서울특별시 송파구 양재대로 1222, (방이동, 올림픽프라자상가 326,327호)",,37.515729,127.1310643
968,프라자약국,약국,02-3012-0002,5648,"서울특별시 송파구 양재대로 1222, (방이동)",,37.515729,127.1310643
969,행림내과의원,의원,02-407-9031,5648,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 25호 (방이동, 올림픽선수기자촌아파트 )",,37.515729,127.1310643
970,문정경희한의원,한의원,02-2054-8999,5855,"서울특별시 송파구 송파대로 167, 문정역테라타워 B동 203호 (문정동)",,37.4848354,127.1210395
971,문정온누리약국,약국,02-2054-3551,5855,"서울특별시 송파구 송파대로 167, 문정역테라타워 지하1층 G132호 (문정동)",,37.4848354,127.1210395
972,문정이누리정형외과의원,의원,02-2054-8788,5855,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 301,302,319-1호 (문정동)",,37.4848354,127.1210395
973,새힘재활의학과의원,의원,02-2054-8655,5855,"서울특별시 송파구 송파대로 167, B동 B208,209,210,211호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
974,서울스마트안과의원,의원,02-2054-8228,5855,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 2층 207호 (문정동)",,37.4848354,127.1210395
975,송파성모정신건강의학과의원,의원,02-2054-8977,5855,"서울특별시 송파구 송파대로 167, B동 B212호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
976,연세테라이비인후과의원,의원,02-2054-3210,5855,"서울특별시 송파구 송파대로 167, B동 206호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
977,연세희망피부과의원,의원,02-406-0997,5855,"서울특별시 송파구 송파대로 167, A동 2층 213호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
978,차오름치과의원,치과의원,02-2135-2879,5855,"서울특별시 송파구 송파대로 167, 제B동 205호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
979,"치과, 더 젠틀 치과의원",치과의원,02-2054-8558,5855,"서울특별시 송파구 송파대로 167, A동 2층 208, 209, 210호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
980,테라약국,약국,02-2054-3869,5855,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 216호 (문정동)",,37.4848354,127.1210395
