NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
3003,로앤산부인과의원,의원,02-414-9922,05557,"서울특별시 송파구 올림픽로 106, (잠실동, 10층)",http://js.roeni.net
3004,서아송피부과의원,의원,02-425-3133,05557,"서울특별시 송파구 올림픽로 106, 6층 (잠실동, 상록빌딩)",http://www.sasclinic.com/
3005,서울뜰정신건강의학과의원,의원,02-2202-0675,05557,"서울특별시 송파구 올림픽로 106, 상록빌딩 5층 일부호 (잠실동)",
3006,신한약국,약국,02-423-8283,05557,"서울특별시 송파구 올림픽로 106, (잠실동, 상록빌딩 3층)",
3007,유영상이비인후과의원,의원,02-418-1656,05557,"서울특별시 송파구 올림픽로 106, (잠실동, 4층)",
3008,자운한의원,한의원,02-6412-7500,05557,"서울특별시 송파구 올림픽로 106, 9층 (잠실동)",http://www.purplecloud.co.kr/
3009,카이로킴의원,의원,02-421-4245,05557,"서울특별시 송파구 올림픽로 106, 상록빌딩 6층 (잠실동)",
3010,한호외과의원,의원,02-3431-2112,05557,"서울특별시 송파구 올림픽로 106, (잠실동, 5층)",
3011,바른삼성약국,약국,420-7601,05574,"서울특별시 송파구 백제고분로 126, 오룡빌딩 101호 (잠실동)",
3012,서울삼성내과의원,의원,02-415-7588,05574,"서울특별시 송파구 백제고분로 126, 오룡빌딩 2층3층4층5층 (잠실동)",http://www.seoulsamsungclinic.co.kr
3013,유한약국,약국,02-421-5777,05557,"서울특별시 송파구 올림픽로 104, (잠실동, 동성빌딩 1층 3호)",
3014,터한의원,한의원,02-417-1717,05557,"서울특별시 송파구 올림픽로 104, 동성빌딩 2층 1호 (잠실동)",
3015,스피크재활의학과의원,의원,02-6959-7731,05570,"서울특별시 송파구 백제고분로 121, 베네빌딩 2~6층 (잠실동)",
3016,이지브레인송파 정신건강의학과의원,의원,02-2202-1075,05557,"서울특별시 송파구 올림픽로 102, 서일빌딩 6층 603호 (잠실동)",
3017,피어봄의원,의원,02-1600-5026,05557,"서울특별시 송파구 올림픽로 102, 10층 (잠실동, 서일빌딩)",
3018,해아림한의원,한의원,02-6954-7575,05557,"서울특별시 송파구 올림픽로 102, 3층 302호 (잠실동)",
3019,김송이의원,의원,02-6406-8443,05557,"서울특별시 송파구 올림픽로 100, 효창타워 5층 1호 (잠실동)",
3020,더블유약국,약국,02-415-1559,05557,"서울특별시 송파구 올림픽로 100, 효창타워 1층 (잠실동)",
3021,봄정신건강의학과의원,의원,02-419-1800,05557,"서울특별시 송파구 올림픽로 100, 6층 (잠실동, 효창타워)",http://www.npspecialist.co.kr/
3022,서울동안의원,의원,02-423-3898,05557,"서울특별시 송파구 올림픽로 100, 효창타워 7층 (잠실동)",
3023,유디신천치과의원,치과의원,420-6226,05557,"서울특별시 송파구 올림픽로 100, (잠실동, 효창타워 4층)",
3024,지인성형외과의원,의원,02-425-1888,05557,"서울특별시 송파구 올림픽로 100, (잠실동, 3층)",http://www.jiinps.com
3025,사람사랑치과의원,치과의원,02-420-7528,05557,"서울특별시 송파구 올림픽로 98, 8층 (잠실동, 성진빌딩)",
3026,수앤은의원,의원,02-420-1777,05557,"서울특별시 송파구 올림픽로 98, 성진빌딩 2층 (잠실동)",
3027,개포이화약국,약국,02-000-0000,06346,"서울특별시 강남구 영동대로 22, S401동 0412호 (일원동, 디에이치 자이 개포)",
3028,강남성모내과의원,의원,02-459-0105,06335,"서울특별시 강남구 개포로 615, 4층 402-2호 (개포동, 석탑프라자)",
3029,강상욱한의원,한의원,445-0091,06335,"서울특별시 강남구 개포로 615, (개포동, 석탑플라자 307호)",
3030,개포경희한의원,한의원,02-451-7566,06335,"서울특별시 강남구 개포로 615, 석탑프라자 4층 (개포동)",
3031,개포삼성정형외과의원,의원,02-6204-0275,06335,"서울특별시 강남구 개포로 615, 석탑프라자 지하1층 B101,B103호 (개포동)",
3032,경희샘한의원,한의원,02-459-5757,06335,"서울특별시 강남구 개포로 615, 석탑프라자 201호 (개포동)",
3033,고만성소아과의원,의원,02-2226-2680,06335,"서울특별시 강남구 개포로 615, 203호 (개포동)",
3034,김재유내과의원,의원,02-459-4597,06335,"서울특별시 강남구 개포로 615, 305호 (개포동)",
3035,맞춤한의원,한의원,02-451-1275,06335,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 303호 (개포동)",
3036,바른마취통증의학과의원,의원,02-2226-9670,06335,"서울특별시 강남구 개포로 615, 4층 401호 (개포동)",
3037,베리타스약국,약국,02-451-1833,06335,"서울특별시 강남구 개포로 615, 석탑프라자 1층 112,113,114호 (개포동)",
3038,사랑약국,약국,02-3411-9305,06335,"서울특별시 강남구 개포로 615, 2층 (개포동, 석탑프라자)",
3039,서울열린치과의원,치과의원,02-3411-2882,06335,"서울특별시 강남구 개포로 615, 석탑프라자 4층 (개포동)",
3040,석탑이레약국,약국,02-3411-3968,06335,"서울특별시 강남구 개포로 615, 401호 (개포동, 석탑프라자)",
3041,석탑치과의원,치과의원,02-2226-8486,06335,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 302호 (개포동)",
3042,솔잎약국,약국,02-445-8928,06335,"서울특별시 강남구 개포로 615, 308-1호 (개포동, 석탑프라자)",
3043,신석호정신과의원,의원,02-2226-2231,06335,"서울특별시 강남구 개포로 615, 201-1호, 308호 (개포동)",
3044,에이퀸산부인과의원,의원,02-451-7001,06335,"서울특별시 강남구 개포로 615, 석탑프라자 4층 401-2호 (개포동)",
3045,연세수이비인후과의원,의원,02-445-7593,06335,"서울특별시 강남구 개포로 615, 306호 (개포동, 석탑프라자)",
3046,예사랑피부과의원,의원,02-445-7075,06335,"서울특별시 강남구 개포로 615, (개포동, 202호, 203호일부)",
3047,일원정형외과의원,의원,02-3411-7856,06335,"서울특별시 강남구 개포로 615, 2층 201-2호 (개포동)",
3048,정산부인과의원,의원,02-3411-3275,06335,"서울특별시 강남구 개포로 615, 201-3호 (개포동, 석탑프라자)",
3049,제일성모안과의원,의원,02-445-4451,06335,"서울특별시 강남구 개포로 615, 301-1호 (개포동)",
3050,조은온누리약국,약국,02-2226-7671,06335,"서울특별시 강남구 개포로 615, 석탑프라자 3층 304호 (개포동)",
3051,튼튼중앙약국,약국,02-451-0530,06335,"서울특별시 강남구 개포로 615, 석탑프라자 305-1호 (개포동)",
3052,푸른소아과의원,의원,02-2226-2669,06335,"서울특별시 강남구 개포로 615, 309호 (개포동, 석탑플라자)",
3053,고르다치과의원,치과의원,02-6951-2807,05557,"서울특별시 송파구 올림픽로 96, 동신빌딩 3층 (잠실동)",
3054,더웰스의원,의원,02-422-7591,05557,"서울특별시 송파구 올림픽로 96, (잠실동)",
3055,디온의원,의원,02-6949-3310,05557,"서울특별시 송파구 올림픽로 96, 동신빌딩 2층 202호 (잠실동)",
3056,잠실예쁨주의쁨의원,의원,02-564-8881,05557,"서울특별시 송파구 올림픽로 96, 동신빌딩 4층 401호 (잠실동)",
3057,타워약국,약국,417-4578,05557,"서울특별시 송파구 올림픽로 96, 동신빌딩 105호 (잠실동)",
3058,장현일치과의원,치과의원,02-412-2875,05561,"서울특별시 송파구 백제고분로7길 16-16, (잠실동)",
3059,라미체성형외과의원,의원,02-425-7070,05561,"서울특별시 송파구 백제고분로7길 14, 2,4층 (잠실동, 태원빌딩)",
3060,클럽미즈라미체의원,의원,02-422-9888,05561,"서울특별시 송파구 백제고분로7길 14, 태원빌딩 (잠실동)",http://www.lamiche.co.kr
3061,잠실본마취통증의학과의원,의원,02-415-8575,05556,"서울특별시 송파구 올림픽로 92, 잠실두성빌딩 4층 (잠실동)",
3062,래겸한의원,한의원,02-445-7172,06335,"서울특별시 강남구 개포로109길 9, 203호 (개포동, 대치종합상가)",
3063,라미약국,약국,02-412-0199,05561,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",
3064,골드치과의원,치과의원,444-2878,05045,"서울특별시 광진구 아차산로 431, 1층 101호 (구의동, 강변에스케이뷰)",http://www.golddent.com/
3065,김문엽정신건강의학과의원,의원,3437-2132,05045,"서울특별시 광진구 아차산로 431, 상가1-205호 (구의동, 강변에스케이뷰)",
3066,인사랑한의원,한의원,02-555-2580,05045,"서울특별시 광진구 아차산로 431, 1층 3-103호 (구의동, 강변에스케이뷰)",
3067,더힐가정의학과의원,의원,02-6953-9549,06346,"서울특별시 강남구 영동대로 22, S401-0413,0414,0415호 (일원동, 디에이치 자이 개포)",
3068,연세윤치과의원,치과의원,445-4050,06346,"서울특별시 강남구 영동대로 22, 4동 216, 217호 (일원동, 디에이치 자이 개포)",http://
3069,퍼플의원,의원,02-421-0613,05562,"서울특별시 송파구 백제고분로 91, LK 빌딩 3층 (잠실동)",
3070,동서림한의원,한의원,02-456-1075,05045,"서울특별시 광진구 구의로 6, 2층 (구의동)",http://동서림한의원.com
3071,밝은미소이치과의원,치과의원,02-457-4496,05045,"서울특별시 광진구 구의로 10-1, 2층 (구의동)",
3072,웰206정형외과의원,의원,1800-7538,05556,"서울특별시 송파구 올림픽로 82, 2층 (잠실동)",
3073,피아프의원,의원,0507-1319-8884,05556,"서울특별시 송파구 올림픽로 82, 1층 101호 (잠실동)",
3074,티스치과의원,치과의원,02-423-0323,05561,"서울특별시 송파구 백제고분로 75, 올림피아 307호 (잠실동)",
3075,365열린약국,약국,,06331,"서울특별시 강남구 삼성로 14, 2층 216-2호 (개포동, 개포자이 프레지던스)",
3076,강남경희한의원,한의원,02-3412-7575,06331,"서울특별시 강남구 삼성로 14, 3층 301, 302호 (개포동, 개포자이 프레지던스)",
3077,성모드림아이안과의원,의원,,06331,"서울특별시 강남구 삼성로 14, 408~409호 (개포동, 개포자이 프레지던스)",
3078,연세꿈꾸는치과의원,치과의원,02-572-2879,06331,"서울특별시 강남구 삼성로 14, 305~307호 (개포동, 개포자이 프레지던스)",
3079,연세도우리소아청소년과의원,의원,02-459-2024,06331,"서울특별시 강남구 삼성로 14, S동 216호, 312호 (개포동, 개포자이 프레지던스)",
3080,자이1층엔약국,약국,02-6080-2349,06331,"서울특별시 강남구 삼성로 14, 131호 (개포동, 개포자이 프레지던스)",
3081,고약국,약국,02-457-6159,05044,"서울특별시 광진구 구의로 7, 1층 2호 (구의동)",
3082,성모푸른내과의원,의원,02-6094-7575,05044,"서울특별시 광진구 구의로 7, 2층 (구의동)",
3083,편안한요양병원,요양병원,02-456-8898,05112,"서울특별시 광진구 자양로 38, 편안한요양병원 (자양동)",
3084,할렐루야치과의원,치과의원,02-451-2875,06335,"서울특별시 강남구 개포로109길 5, 304,101호 (개포동, 대치아파트)",
3085,세브란스치과의원,치과의원,02-456-4145,05041,"서울특별시 광진구 구의로 9, 2층 (구의동)",
3086,사랑아이여성의원,의원,02-419-7501,05556,"서울특별시 송파구 백제고분로 69, 2,3층 (잠실동, 애플타워)",www.sarangi.co.kr
3087,가람치과의원,치과의원,02-453-0275,05041,"서울특별시 광진구 구의로 23, 3층 (구의동)",
3088,서울엘리트가정의원,의원,02-2201-3375,05041,"서울특별시 광진구 구의로 23, 2층 (구의동)",
3089,예일약국,약국,02-453-4341,05041,"서울특별시 광진구 구의로 23, (구의동)",
3090,다인약국,약국,02-423-7272,05556,"서울특별시 송파구 올림픽로 76, 1층 104-1호 (잠실동, J타워)",
3091,선수촌병원,병원,02-1661-3379,05556,"서울특별시 송파구 올림픽로 76, J타워 3~7층 (잠실동)",http://www.sunsoochon.co.kr
3092,상일정형외과의원,의원,02-444-3330,05112,"서울특별시 광진구 자양로 42, 동남빌딩 (지하1층, 지상1,2,4층) (자양동)",
3093,신영신약국,약국,02-446-4176,05112,"서울특별시 광진구 자양로 42, (자양동)",
3094,아산한빛의원,의원,02-444-5764,05112,"서울특별시 광진구 자양로 42, 3층 (자양동)",
3095,코엑스 제치과의원,치과의원,02-552-2875,05044,"서울특별시 광진구 자양로18길 90, 2층 (구의동)",http://www.coexye.com/
3096,성원약국,약국,02-457-7978,04960,"서울특별시 광진구 자양로50길 22, 101 호 (구의동)",
3097,경희미르애한의원,한의원,446-1075,05112,"서울특별시 광진구 자양로 46, 2층 201호 (자양동, 오띠모빌딩)",http://www.meer.co.kr/
3098,고현치과의원,치과의원,02-454-0021,05112,"서울특별시 광진구 자양로 46, 2층 (자양동)",
3099,광진백화점약국,약국,02-457-7873,05103,"서울특별시 광진구 자양로 43, 1층 3호 (자양동)",
3100,성동고려의원,의원,02-453-1102,05103,"서울특별시 광진구 자양로 43, (자양동)",
3101,김재선피부과의원,의원,02-455-0080,05112,"서울특별시 광진구 자양로 48, (자양동)",http://nice080.co.kr/024550080/index.asp
3102,정문호소아과의원,의원,02-446-1161,05112,"서울특별시 광진구 자양로 48, 2층 (자양동)",
3103,최대우치과의원,치과의원,02-452-2837,05112,"서울특별시 광진구 자양로 48, 2층 (자양동)",
3104,태평양약국,약국,02-444-2539,05112,"서울특별시 광진구 자양로 48, 1층 (자양동)",
3105,진영약국,약국,454-8827,05041,"서울특별시 광진구 아차산로57길 42, (구의동)",
3106,참마음한의원,한의원,02-457-7397,04956,"서울특별시 광진구 자양로 312, 3층 (구의동)",
3107,소담한의원,한의원,02-455-7515,05103,"서울특별시 광진구 자양로 49, 2층 (자양동)",
3108,이종원치과의원,치과의원,02-447-5397,05103,"서울특별시 광진구 자양로 49, 2층 (자양동)",
3109,선수촌약국,약국,02-417-5463,05572,"서울특별시 송파구 올림픽로4길 17, (잠실동, 아시아선수촌상가 1-137호)",
3110,구의사랑약국,약국,02-457-3758,05032,"서울특별시 광진구 광나루로 542, 1층 (구의동)",
3111,장미영내과의원,의원,02-2201-3020,05032,"서울특별시 광진구 광나루로 542, (구의동)",
3112,장상욱치과의원,치과의원,02-452-9968,05052,"서울특별시 광진구 자양로 58, 203호 (자양동, 태림빌딩)",
3113,한사랑약국,약국,02-456-5961,04961,"서울특별시 광진구 자양로 294-1, (구의동)",
3114,구의제세한의원,한의원,446-2788,05032,"서울특별시 광진구 광나루로 540, (구의동)",
3115,새서울약국,약국,452-0251,04961,"서울특별시 광진구 자양로 288, (구의동)",
3116,해맑은소아과의원,의원,02-3437-3722,04961,"서울특별시 광진구 자양로 288, 2층 (구의동)",
3117,류승용치과의원,치과의원,02-454-9065,04961,"서울특별시 광진구 자양로 286, 2층 (구의동)",
3118,보인한의원,한의원,02-453-2750,04948,"서울특별시 광진구 영화사로11길 3, 1층 (구의동)",
3119,배정보이비인후과의원,의원,3411-8292,06330,"서울특별시 강남구 개포로 516, 202호 (개포동, 개포주공아파트)",
3120,보은약국,약국,02-444-4145,04955,"서울특별시 광진구 영화사로 64-1, (구의동)",
3121,성모약국,약국,02-3412-1336,06330,"서울특별시 강남구 개포로 516, 101호 (개포동)",
3122,김요한의원,의원,02-457-2114,05032,"서울특별시 광진구 광나루로 538, (구의동)",
3123,명성약국,약국,444-7848,05032,"서울특별시 광진구 광나루로 538, (구의동)",
3124,구의고운미치과의원,치과의원,02-452-2875,04961,"서울특별시 광진구 자양로 282-1, 난빌딩 2,4층 (구의동)",
3125,경희약손한의원,한의원,02-2038-3201,04954,"서울특별시 광진구 자양로 287, 4층 (구의동)",
3126,아이코이비인후과의원,의원,02-453-1920,04954,"서울특별시 광진구 자양로 287, 3층 (구의동)",
3127,아차산하이약국,약국,02-453-1009,04954,"서울특별시 광진구 자양로 287, (구의동)",
3128,서울베스트치과의원,치과의원,02-458-2879,04962,"서울특별시 광진구 자양로 278, 2층 (구의동, 대운빌딩)",
3129,구의온누리약국,약국,456-8694,04954,"서울특별시 광진구 자양로 285, (구의동)",
3130,구의중앙의원,의원,02-458-7524,04954,"서울특별시 광진구 자양로 285, 2층 (구의동)",
3131,한도치과의원,치과의원,02-453-6607,04954,"서울특별시 광진구 자양로 283, (구의동,, 21호)",
3132,아차산약국,약국,02-457-5556,04954,"서울특별시 광진구 자양로 281, 누리빌딩 1층 (구의동)",
3133,일신외과의원,의원,02-2201-7582,04954,"서울특별시 광진구 자양로 281, 2층 (구의동)",
3134,현재한의원,한의원,02-3436-5483,04954,"서울특별시 광진구 자양로 281, 3층 (구의동)",
3135,예담한약국,약국,02-537-1472,05102,"서울특별시 광진구 자양로5길 36, 1층 3,4호 (자양동)",
3136,바다약국,약국,02-457-5345,05056,"서울특별시 광진구 자양로 55, 근린생활시설 101동 104호 (자양동, 자양하늘채 베르)",
3137,서울라파의원,의원,02-457-6110,05032,"서울특별시 광진구 광나루로 534, (구의동)",
3138,뿌리신경외과의원,의원,02-454-7575,05056,"서울특별시 광진구 자양로 65, 4층 (자양동)",
3139,퀸산부인과의원,의원,02-457-3575,05056,"서울특별시 광진구 자양로 65, 3층 (자양동)",http://www.queenob.co.kr
3140,강남훈내과의원,의원,02-3437-7582,05101,"서울특별시 광진구 뚝섬로56길 46, 2층 (자양동, 근정빌딩)",
3141,성우한의원,한의원,02-458-7775,05044,"서울특별시 광진구 자양로18길 42, 2층 (구의동)",
3142,자양건강약국,약국,02-457-2078,05101,"서울특별시 광진구 뚝섬로56길 46, 근정빌딩 1층 (자양동)",
3143,수도약국,약국,447-8114,04977,"서울특별시 광진구 광나루로 529, 1층 (구의동)",
3144,참조은의원,의원,02-455-5601,04977,"서울특별시 광진구 광나루로 529, (구의동)",
3145,미소짓는한의원,한의원,02-456-0720,04954,"서울특별시 광진구 자양로43길 18, 2층 (구의동)",http://www.lessness.co.kr/
3146,김진홍치과의원,치과의원,02-452-4405,04954,"서울특별시 광진구 천호대로 675, 2층 (구의동, 화동빌딩)",
3147,아이숲소아청소년과의원,의원,02-577-3675,06800,"서울특별시 서초구 헌릉로8길 45, (내곡동, 서초 포레스타 2단지)",
3148,윤제한의원,한의원,02-456-9275,05051,"서울특별시 광진구 아차산로 380, 201호 (자양동)",
3149,수한의원,한의원,02-453-2124,04954,"서울특별시 광진구 천호대로 673, 신제빌딩 2층 (구의동)",
3150,보나약국,약국,,06331,"서울특별시 강남구 삼성로 14, 상가동 3층 303 일부호 (개포동, 개포자이 프레지던스)",
3151,서울연세의원,의원,02-418-7731,06286,"서울특별시 강남구 영동대로 210, 쌍용대치종합상가 2층 201A호 (대치동, 쌍용아파트)",
3152,서울윙크치과의원,치과의원,02-6739-2000,06331,"서울특별시 강남구 삼성로 14, 205호 (개포동, 개포자이 프레지던스)",
3153,다솜약국,약국,02-447-7635,04954,"서울특별시 광진구 천호대로 671, 2층 (구의동, 파크타운)",
3154,비타민의원,의원,02-446-8881,04954,"서울특별시 광진구 천호대로 671, 파크타운 204호 (구의동)",
3155,황금나무한의원,한의원,02-444-1075,04954,"서울특별시 광진구 천호대로 671, 203호 (구의동, 형인파크타운)",
3156,오름한의원,한의원,02-457-5656,04954,"서울특별시 광진구 자양로45길 34, 2층 (구의동)",
3157,서울필치과의원,치과의원,02-2201-0082,05051,"서울특별시 광진구 아차산로 378, 4층 (자양동)",
3158,공선식치과의원,치과의원,02-447-2875,05043,"서울특별시 광진구 자양로18길 31, 2층 (구의동)",
3159,광진정플란트치과의원,치과의원,02-455-0428,05051,"서울특별시 광진구 자양로 88, 광영빌딩 3층 (자양동)",
3160,예일마취통증의학과의원,의원,02-447-0098,05051,"서울특별시 광진구 자양로 88, 4층 (자양동, 광영빌딩)",
3161,자양약국,약국,02-446-6159,05051,"서울특별시 광진구 자양로 88, 광영빌딩 1층 (자양동)",
3162,서울미치과의원,치과의원,02-2201-3979,05101,"서울특별시 광진구 뚝섬로56길 14-1, 2층 (자양동)",
3163,쌍용약국,약국,02-413-4013,05571,"서울특별시 송파구 올림픽로4길 48, (잠실동)",
3164,연세계치과의원,치과의원,02-420-0034,05571,"서울특별시 송파구 올림픽로4길 48, 208,209호 (잠실동, 프리마쇼핑센터)",
3165,은혜의원,의원,02-413-3196,05571,"서울특별시 송파구 올림픽로4길 48, 우성아파트 상가 3층 301호 (잠실동)",
3166,보배로운치과의원,치과의원,02-456-2280,04954,"서울특별시 광진구 천호대로 667, 3.4층 (구의동)",
3167,푸른꿈소아과의원,의원,02-2201-2551,05059,"서울특별시 광진구 뚝섬로 657, (자양동)",
3168,동제한의원,한의원,02-466-2339,05056,"서울특별시 광진구 자양로 81, 1층 (자양동)",
3169,경희유안한의원,한의원,02-6203-1075,06329,"서울특별시 강남구 개포로 512, 개포종합상가 201호 (개포동)",
3170,다스름한의원,한의원,02-556-7999,06329,"서울특별시 강남구 개포로 512, 개포종합상가 502호 (개포동)",
3171,느티나무치과의원,치과의원,02-515-7714,06802,"서울특별시 서초구 청룡마을길 4-3, 1층 (신원동)",
3172,양의원,의원,02-413-0019,05571,"서울특별시 송파구 올림픽로4길 40, 3층 33호 (잠실동, 우성아파트비상가)",
3173,일신치과의원,치과의원,02-423-5666,05571,"서울특별시 송파구 올림픽로4길 40, 34호 (잠실동, 우성B상가)",
3174,서울더편한치과의원,치과의원,02-446-5080,04954,"서울특별시 광진구 천호대로 665, 3층 (구의동)",
3175,생각하는약국,약국,02-577-6234,06800,"서울특별시 서초구 청계산로9길 70, 105호 (내곡동)",
3176,서초주니어치과의원,치과의원,02-6954-2874,06800,"서울특별시 서초구 청계산로9길 70, 내곡 SH 플라자 2층 208호 (내곡동)",
3177,청계내과의원,의원,02-572-5858,06800,"서울특별시 서초구 청계산로9길 70, 내곡 SH플라자 2층 204,205호 (내곡동)",
3178,사랑약국,약국,02-446-4051,05056,"서울특별시 광진구 자양로11길 6-8, (자양동)",
3179,동의한의원,한의원,02-454-1071,04977,"서울특별시 광진구 광나루로 521, 2층 (구의동)",
3180,라인약국,약국,02-453-0770,05044,"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 107호 (구의동)",
3181,라일락산부인과의원,의원,446-7557,05044,"서울특별시 광진구 아차산로 375, 2층 214호 (구의동, 크레신타워)",
3182,라임의원,의원,02-456-3051,05044,"서울특별시 광진구 아차산로 375, 3층 (구의동)",
3183,오베트한의원,한의원,02-458-1278,05044,"서울특별시 광진구 아차산로 375, 3층 (구의동)",
3184,지에스(GS)스마일치과의원,치과의원,02-452-3275,05044,"서울특별시 광진구 아차산로 375, 3층 303,304,305호 (구의동)",
3185,허브치과의원,치과의원,02-454-7510,05044,"서울특별시 광진구 아차산로 375, 3층 (구의동)",
3186,인정온누리약국,약국,457-5167,05060,"서울특별시 광진구 뚝섬로 655, (자양동)",
3187,혜민치과의원,치과의원,02-446-2818,05051,"서울특별시 광진구 아차산로 370, 2층 (자양동)",
3188,아너힐즈약국,약국,02-572-0057,06327,"서울특별시 강남구 삼성로 11, B층 119호 (개포동, 디에이치아너힐즈)",
3189,혜민병원,종합병원,02-2049-9000,05056,"서울특별시 광진구 자양로 85, (자양동)",http://www.e-hyemin.co.kr
3190,구의아차산마취통증의학과의원,의원,02-455-7585,04992,"서울특별시 광진구 천호대로 670, 썬-타워빌딩 201호 (구의동)",
3191,서울삼성안과의원,의원,02-2201-2020,04992,"서울특별시 광진구 천호대로 670, 썬-타워빌딩 지하1층, 1층 (구의동)",
3192,시원누리내과의원,의원,02-2088-5088,04992,"서울특별시 광진구 천호대로 670, 썬-타워빌딩 4층 (구의동)",
3193,아차산봄약국,약국,02-457-5885,04992,"서울특별시 광진구 천호대로 670, 썬-타워빌딩 1층 102호 (구의동)",
3194,느티나무약국,약국,02-456-7778,05056,"서울특별시 광진구 자양로 87, 1층 (자양동)",
3195,고려H내과의원,의원,02-3437-3337,05044,"서울특별시 광진구 아차산로 373, 3층 (구의동, 원이빌딩)",
3196,닥터린의원,의원,02-458-7500,05044,"서울특별시 광진구 아차산로 373, 2층 (구의동, 원이빌딩)",
3197,드림이비인후과의원,의원,02-6248-3100,05044,"서울특별시 광진구 아차산로 373, (구의동)",
3198,미소온누리약국,약국,02-455-6813,05044,"서울특별시 광진구 아차산로 373, 원이빌딩 1층 (구의동)",
3199,유디치과의원,치과의원,432-2275,05044,"서울특별시 광진구 아차산로 373, 4층 (구의동, 원이빌딩)",http://www.weplantdentalclinic.com
3200,현마취통증의학과의원,의원,02-444-0882,05044,"서울특별시 광진구 아차산로 373, 2층 (구의동, 원이빌딩)",
3201,바른훈치과의원,치과의원,02-446-9005,04954,"서울특별시 광진구 천호대로 659, 3층 (구의동, 아차산웨딩홀)",https://barunhoondental.modoo.at
3202,화이트의원,의원,02-6015-1110,04954,"서울특별시 광진구 천호대로 659, 2층 (구의동)",
3203,양월약국,약국,02-2226-5987,06329,"서울특별시 강남구 개포로82길 13-11, 105호 (개포동)",
3204,채치과의원,치과의원,584-4019,06329,"서울특별시 강남구 개포로82길 13-11, 3층 2호 (개포동)",
3205,이근혁치과의원,치과의원,02-447-8940,05056,"서울특별시 광진구 자양로 93, (자양동)",
3206,제일경희한의원,한의원,02-458-7272,05056,"서울특별시 광진구 자양로 93, 2,3층 (자양동)",http://jikyunghee.co.kr/acnepr/
3207,내곡웰치과의원,치과의원,02-3461-2879,06800,"서울특별시 서초구 헌릉로8길 9-8, 402호 (내곡동, 내곡플라자)",
3208,닥터나가정의학과의원,의원,02-575-4700,06800,"서울특별시 서초구 헌릉로8길 9-8, 4층 401호 (내곡동, 내곡플라자)",
3209,무지개약국,약국,02-577-0790,06800,"서울특별시 서초구 헌릉로8길 9-8, 1층 108호 (내곡동)",
3210,서울내곡치과의원,치과의원,02-3462-1675,06800,"서울특별시 서초구 헌릉로8길 9-8, 302호 303호 (내곡동, 내곡플라자)",
3211,서울소아청소년과의원,의원,02-533-5875,06800,"서울특별시 서초구 헌릉로8길 9-8, 404호 (내곡동, 내곡플라자)",
3212,이유경한의원,한의원,02-529-9375,06800,"서울특별시 서초구 헌릉로8길 9-8, 301호 (내곡동, 내곡플라자)",
3213,베스트경희한의원,한의원,,04991,"서울특별시 광진구 천호대로 666, 1층 103-1호 (구의동)",
3214,워커힐여성의원,의원,02-447-4701,04991,"서울특별시 광진구 천호대로 666, 1층 104호, 106-1호 (구의동)",
3215,근본정형외과의원,의원,02-458-7008,04976,"서울특별시 광진구 광나루로 517, B1~3층 (구의동)",
3216,진광준외과의원,의원,452-6556,05031,"서울특별시 광진구 광나루로36길 14, 2층 (구의동)",
3217,미소인치과의원,치과의원,02-456-2204,04953,"서울특별시 광진구 천호대로 655, 3층 (중곡동)",
3218,이수오렌지약국,약국,02-6398-0909,04953,"서울특별시 광진구 천호대로 655, 1층 (중곡동)",
3219,용하한의원,한의원,02-451-0275,06329,"서울특별시 강남구 개포로 508, 소망빌딩 3층일부층 (개포동)",
3220,자양한의원,한의원,02-456-7557,05056,"서울특별시 광진구 자양로13길 10, 1층 (자양동)",
3221,연세예은치과의원,치과의원,02-445-2835,06329,"서울특별시 강남구 개포로82길 13-9, 세종빌딩 2층 (개포동)",
3222,해미소한의원,한의원,02-586-8440,06329,"서울특별시 강남구 개포로82길 13-9, 세종빌딩 2층 (개포동)",
3223,광진경희한의원,한의원,02-3437-6799,04953,"서울특별시 광진구 천호대로 653, (중곡동, 1층 B호 )",
3224,구의연세정신건강의학과의원,의원,02-2201-5757,05055,"서울특별시 광진구 자양로 95, (자양동)",
3225,구의탑정형외과의원,의원,02-6958-9211,05055,"서울특별시 광진구 자양로 95, 도광빌딩 3층 (자양동)",
3226,굿모닝함운외과의원,의원,02-455-7175,04953,"서울특별시 광진구 천호대로 653, 3층 (중곡동)",http://www.gm7175.com
3227,디딤온누리약국,약국,02-456-9972,04953,"서울특별시 광진구 천호대로 653, 1층 (중곡동)",
3228,미가치과의원,치과의원,3437-3335,05055,"서울특별시 광진구 자양로 95, 도광빌딩 3층 (자양동)",
3229,서울삼성내과의원,의원,02-455-6254,05055,"서울특별시 광진구 자양로 95, 4층 (자양동)",http://www.seoulsamsungclinic.com/
3230,서울이비인후과의원,의원,02-455-7700,05055,"서울특별시 광진구 자양로 95, 7층 (자양동)",
3231,서울탑비뇨기과의원,의원,02-453-2325,05055,"서울특별시 광진구 자양로 95, 7층 (자양동, 도광빌딩)",
