NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
384,논현손호균마취통증의학과의원,의원,032-442-8875,21653,"인천광역시 남동구 청능대로 581, 602,603호 (논현동, 광성프라자)",
385,논현신경과의원,의원,438-8275,21653,"인천광역시 남동구 청능대로 581, 401호 (논현동, 광성프라자)",
386,연세예피부과의원,의원,032-421-7506,21653,"인천광역시 남동구 청능대로 581, 3층 일부호 (논현동, 광성프라자)",
387,이미지치과의원,치과의원,032-437-2879,21653,"인천광역시 남동구 청능대로 581, 402호 (논현동, 광성프라자)",
388,일등메디칼약국,약국,434-1188,21653,"인천광역시 남동구 청능대로 581, 103호 (논현동, 광성프라자)",
389,청구경희한의원,한의원,032-423-1275,21653,"인천광역시 남동구 청능대로 581, 301호 (논현동, 광성프라자)",
390,갑자한의원,한의원,032-361-6675,21345,"인천광역시 부평구 길주남로 159, (부개동)",
391,김병철이비인후과의원,의원,032-362-1799,21345,"인천광역시 부평구 길주남로 159, 303호 (부개동, 새롬프라자)",
392,메디베베소아청소년과의원,의원,032-362-1171,21345,"인천광역시 부평구 길주남로 159, 301호 (부개동, 새롬프라자)",
393,세인트여성의원,의원,032-438-7740,21658,"인천광역시 남동구 은봉로 309, 2층 (논현동, 논현프라자)",
394,이-편한치과의원,치과의원,032-361-8275,21345,"인천광역시 부평구 길주남로 159, 302호 (부개동, SR빌딩)",
395,홍정표내과의원,의원,032-361-7582,21345,"인천광역시 부평구 길주남로 159, 203,204호 (부개동)",
396,경희바로한의원,한의원,032-361-3007,21345,"인천광역시 부평구 부개로 73, 4층 (부개동, 석영빌딩)",
397,소문난내과의원,의원,032-362-7572,21345,"인천광역시 부평구 부개로 73, 2층 (부개동)",
398,대추밭약국,약국,032-362-0009,21348,"인천광역시 부평구 길주남로 158, 부개프라자 105호 (부개동)",
399,부개성누가의원,의원,032-361-7772,21348,"인천광역시 부평구 길주남로 158, 3층 (부개동, 부개프라자빌딩)",www.lukes.co.kr/
400,부개연세치과의원,치과의원,032-361-0028,21348,"인천광역시 부평구 길주남로 158, 302호,601호 (부개동, 부개프라자)",
401,신통방통한의원,한의원,032-361-0321,21348,"인천광역시 부평구 길주남로 158, 202호 (부개동, 부개프라자)",http://www.dooly10.com/
402,미금약국,약국,361-9989,21398,"인천광역시 부평구 부흥로 414, 103-1호 (부개동, 모아빌딩)",
403,부개원한의원,한의원,032-361-9991,21398,"인천광역시 부평구 부흥로 414, 모아빌딩 4층 401호 (부개동)",
404,박소영소아청소년과의원,의원,032-361-1867,21345,"인천광역시 부평구 길주남로 157, 303호 (부개동, 태성프라자)",
405,부일한의원,한의원,032-361-0188,21345,"인천광역시 부평구 길주남로 157, (부개동)",
406,착한약국,약국,070-7788-7582,21345,"인천광역시 부평구 길주남로 157, 태성프라자 104호 (부개동)",
407,동의그린약국,약국,032-518-3858,21321,"인천광역시 부평구 영성로 34, (삼산동)",
408,미래연합가정의학과의원,의원,032-505-5512,21321,"인천광역시 부평구 영성로 34, 2층 (삼산동)",
409,고은미의원,의원,032-423-7979,21653,"인천광역시 남동구 논고개로123번길 17, 405호 (논현동, 아이플렉스)",http://www.goeunbeauty.com
410,논현아이성형외과의원,의원,032-710-8381,21653,"인천광역시 남동구 논고개로123번길 17, 6층 606호 (논현동)",https://nheyeps.com/
411,논현이이주내과의원,의원,432-7114,21653,"인천광역시 남동구 논고개로123번길 17, 407~411호 (논현동, 아이플렉스)",
412,닥터스마일치과의원,치과의원,422-3100,21653,"인천광역시 남동구 논고개로123번길 17, 501호, 502호 (논현동, 아이플렉스)",
413,라임비뇨기과의원,의원,032-431-7778,21653,"인천광역시 남동구 논고개로123번길 17, 412호 (논현동, 아이플렉스)",http://www.laimincheon.com
414,마이비산부인과의원,의원,032-424-7007,21653,"인천광역시 남동구 논고개로123번길 17, 701~705,712일부호 (논현동, 아이플렉스)",http://www.myb-ob.co.kr/
415,바른이치과교정과치과의원,치과의원,422-3101,21653,"인천광역시 남동구 논고개로123번길 17, (논현동, 아이플렉스)",
416,새인천요양병원,요양병원,032-719-7874,21653,"인천광역시 남동구 논고개로123번길 17, 11층, 12층 (논현동)",
417,수앤수성형외과의원,의원,439-9119,21653,"인천광역시 남동구 논고개로123번길 17, 아이플렉스 513호 (논현동)",
418,아이선안과의원,의원,032-441-5656,21653,"인천광역시 남동구 논고개로123번길 17, 401,402호 (논현동, 아이플렉스)",
419,연세마음숲정신건강의학과의원,의원,032-424-3375,21653,"인천광역시 남동구 논고개로123번길 17, 205-1, 309호 (논현동)",
420,침맥한의원,한의원,070-7739-7533,21653,"인천광역시 남동구 논고개로123번길 17, 514호 (논현동, 아이플렉스)",
421,한사랑이비인후과의원,의원,032-438-0074,21653,"인천광역시 남동구 논고개로123번길 17, 404호 (논현동, 아이플렉스)",
422,미소준치과의원,치과의원,032-467-2275,21535,"인천광역시 남동구 구월로 352, 3층일부층 (만수동)",
423,정드림메디컬의원,의원,032-528-3114,21398,"인천광역시 부평구 부흥로 412, 3층 (부개동)",
424,참조은치과의원,치과의원,032-462-2800,21524,"인천광역시 남동구 만수로 9, 2층 (만수동)",
425,연세필정형외과의원,의원,032-529-7582,21398,"인천광역시 부평구 동수천로 112, (부개동)",
426,이상엽소아청소년과의원,의원,032-501-5656,21398,"인천광역시 부평구 동수천로 112, 3층 (부개동, 성덕빌딩)",
427,미래한의원,한의원,032-522-0753,21319,"인천광역시 부평구 부평북로 446, (삼산동)",
428,푸른이비인후과의원,의원,032-524-6632,21319,"인천광역시 부평구 부평북로 446, (삼산동)",
429,하늘약국,약국,330-7107,21319,"인천광역시 부평구 부평북로 446, (삼산동)",
430,화이트치과의원,치과의원,032-511-7806,21319,"인천광역시 부평구 부평북로 446, 302호 (삼산동,우리빌딩)",
431,365논현약국,약국,032-421-9957,21653,"인천광역시 남동구 청능대로 575, 1층 일부(124,125)호 (논현동)",
432,정다운약국,약국,471-3707,21524,"인천광역시 남동구 만수로 7, (만수동)",
433,파티마의원,의원,471-9944,21524,"인천광역시 남동구 만수로 7, 2,3층 (만수동)",
434,동민약국,약국,032-502-6418,21398,"인천광역시 부평구 부흥로 408, (부개동)",
435,두림메디컬의원,의원,032-361-7765,21398,"인천광역시 부평구 부흥로 408, 2층 (부개동)",
436,새봄약국,약국,468-9196,21535,"인천광역시 남동구 구월로 348, 광산빌딩 (만수동)",
437,조영복내과의원,의원,469-7580,21535,"인천광역시 남동구 구월로 348, 2층, 3층일부 (만수동)",
438,경희본한의원,한의원,032-715-4180,21319,"인천광역시 부평구 영성서로 37, 메디칼센타 2층 201호 (삼산동)",
439,미래치과의원,치과의원,032-506-7528,21319,"인천광역시 부평구 영성서로 37, 3층 (삼산동, 삼산메디칼)",
440,미래한솔내과의원,의원,032-503-5988,21319,"인천광역시 부평구 영성서로 37, 메디칼센타 301호 (삼산동)",http://www.mhansol.com
441,테루파약국,약국,032-522-6661,21319,"인천광역시 부평구 영성서로 37, 104호 (삼산동)",
442,성재한의원,한의원,032-461-7117,21524,"인천광역시 남동구 만수로 1, (만수동)",
443,푸른솔치과의원,치과의원,032-330-2875,21325,"인천광역시 부평구 수변로 334, 2층 (삼산동, 신성미소지움@상가)",
444,메디팜우리들약국,약국,032-504-0010,21319,"인천광역시 부평구 부평북로 442, 105호 (삼산동, 삼산프라자)",
445,은혜소아청소년과의원,의원,032-361-0030,21319,"인천광역시 부평구 부평북로 442, 3층 301호 (삼산동, 삼산프라자)",
446,좋은내과의원,의원,032-504-8275,21319,"인천광역시 부평구 부평북로 442, 304호 (삼산동, 삼산프라자)",
447,즐거운치과의원,치과의원,032-506-2804,21319,"인천광역시 부평구 부평북로 442, (삼산동)",
448,365행복약국,약국,032-429-8184,21653,"인천광역시 남동구 논고개로123번길 35, 칼리오페 1층 A동 126호 (논현동)",
449,미소담치과의원,치과의원,032-432-7528,21653,"인천광역시 남동구 논고개로123번길 35, 409,410호 (논현동, 칼리오페)",
450,의료법인 정강의료재단 위드미요양병원,요양병원,032-438-5800,21653,"인천광역시 남동구 논고개로123번길 35, 칼리오페 10층,11층 (논현동)",http://www.withme-medi.com/
451,장편한내과의원,의원,032-431-7501,21653,"인천광역시 남동구 논고개로123번길 35, 301,319,320호 (논현동)",
452,자애약국,약국,032-503-1725,21458,"인천광역시 부평구 동수로128번길 17-4, (부개동)",
453,기쁜우리치과의원,치과의원,032-423-8875,21653,"인천광역시 남동구 청능대로 563, 3층 (논현동)",
454,본의원,의원,032-461-4615,21538,"인천광역시 남동구 구월남로342번길 3, 2층 (만수동)",
455,푸른약국,약국,466-1762,21538,"인천광역시 남동구 구월남로342번길 3, (만수동)",
456,동의보감한의원,한의원,032-507-7582,21426,"인천광역시 부평구 경인로1024번길 41, 2층 (부개동)",
457,조수신소아청소년과의원,의원,433-7175,21653,"인천광역시 남동구 논고개로123번길 45, 302층 전체호 (논현동, 태성프라자)",
458,주손척척의원,의원,032-464-6979,21653,"인천광역시 남동구 논현역로 4, 이지프라자 2층 일부호, 5층 일부호 (논현동)",
459,아이미즈산부인과의원,의원,032-463-7600,21543,"인천광역시 남동구 백범로 179, 1~4층 (만수동)",
460,봄날요양병원,요양병원,032-464-9101,21588,"인천광역시 남동구 인주대로 806, (구월동)",
461,제일성심의원,의원,032-519-9493,21426,"인천광역시 부평구 경인로1024번길 42, (부개동)",
462,송인택치과의원,치과의원,032-527-0808,21458,"인천광역시 부평구 동수로126번길 3, 3층 (부개동)",
463,논현사랑내과의원,의원,032-433-9900,21653,"인천광역시 남동구 논현역로 8, 4층 일부호 (논현동, 아이엠프라자)",
464,논현사랑치과의원,치과의원,032-432-7008,21653,"인천광역시 남동구 논현역로 8, 502호 (논현동, 아이엠프라자)",
465,논현참사랑약국,약국,427-1010,21653,"인천광역시 남동구 논현역로 8, 105호 (논현동, 아이엠프라자)",
466,뷰티엠의원,의원,032-429-7797,21653,"인천광역시 남동구 논현역로 8, 아이엠프라자 3층 302호 (논현동)",
467,주공약국,약국,461-8616,21543,"인천광역시 남동구 백범로 183, (만수동, 1층전부)",
468,서울이비인후과의원,의원,032-715-5095,21353,"인천광역시 부평구 부흥로 393, 3층 (부개동)",
469,스타약국,약국,,21353,"인천광역시 부평구 부흥로 393, 1층 (부개동)",
470,에이플러스치과의원,치과의원,032-511-2875,21353,"인천광역시 부평구 부흥로 393, 2층 (부개동, 금당빌딩) (부개동)",
471,남동정형외과의원,의원,465-6425,21543,"인천광역시 남동구 백범로 185, 1~5층 (만수동)",
472,만수중앙의원,의원,032-467-0990,21535,"인천광역시 남동구 구월로 332, 지하1층,2층 (만수동)",
473,이레중앙약국,약국,465-0153,21535,"인천광역시 남동구 구월로 332, (만수동)",
474,김선주치과의원,치과의원,032-461-9004,21535,"인천광역시 남동구 구월남로 333, (만수동)",
475,꾸러기소아청소년과의원,의원,032-522-8575,21426,"인천광역시 부평구 동수로 125, (부개동)",
476,수제약국,약국,032-524-7422,21426,"인천광역시 부평구 동수로 125, (부개동)",
477,박기유치과의원,치과의원,032-362-0489,21345,"인천광역시 부평구 충선로 170-3, 2층 (부개동, 부림빌딩)",
478,메디칼제일약국,약국,032-361-2819,21345,"인천광역시 부평구 충선로 174, (부개동)",
479,소망내과의원,의원,032-330-9999,21345,"인천광역시 부평구 충선로 174, 201호 (부개동, 상록빌딩)",http://www.so-mang.com/
480,토정한의원,한의원,032-528-1075,21351,"인천광역시 부평구 충선로 165, (부개동)",
481,평화약국,약국,032-541-1239,21458,"인천광역시 부평구 동수로120번길 11, 101호 (부개동, 한국상가)",
482,비타민온누리약국,약국,032-528-8002,21352,"인천광역시 부평구 길주남로 124, (부개동, 동성빌딩)",
483,삼성가정의학과의원,의원,032-527-7300,21352,"인천광역시 부평구 길주남로 124, 2층 3층 (부개동, 동성빌딩)",
484,서울한의원,한의원,032-529-7975,21351,"인천광역시 부평구 충선로 191, 유아원동 1층 (부개동, 뉴서울아파트)",http://www.donggamnet.co.kr/bc/
485,삼성약국,약국,464-0298,21520,"인천광역시 남동구 만수서로3번길 16, (만수동)",
486,바다한의원,한의원,032-511-0090,21397,"인천광역시 부평구 부평문화로 151, 2층 (부평동)",
487,서린정형외과의원,의원,466-0464,21520,"인천광역시 남동구 백범로 204, 지하1층,3~5층 (만수동)",
488,소명약국,약국,465-7986,21520,"인천광역시 남동구 백범로 204, (만수동, 1층일부)",
489,참사랑의원,의원,032-461-1231,21520,"인천광역시 남동구 백범로 204, 2층 (만수동)",
490,서울하늘치과의원,치과의원,032-502-2882,21344,"인천광역시 부평구 길주로 659, 미라쥬타워 3층 304, 305호 (삼산동)",
491,진심장혈관흉부외과의원,의원,032-505-8875,21344,"인천광역시 부평구 길주로 659, 미라쥬타워 6층 604호 (삼산동)",
492,만수연합의원,의원,462-7584,21535,"인천광역시 남동구 복개동로 64, 대영빌딩 2층 (만수동)",
493,참사랑약국,약국,465-4527,21535,"인천광역시 남동구 복개동로 64, (만수동, 1층일부)",
494,부평삼산내과의원,의원,521-0075,21344,"인천광역시 부평구 체육관로 40, 신영프라자 901호~906호 (삼산동)",
495,삼산바른한의원,한의원,032-716-5475,21344,"인천광역시 부평구 체육관로 40, 신영프라자 402, 403호 (삼산동)",
496,삼산약국,약국,032-511-8770,21344,"인천광역시 부평구 체육관로 40, 107호 (삼산동, 신영프라자)",
497,삼산연세정형외과의원,의원,032-330-7582,21344,"인천광역시 부평구 체육관로 40, 신영프라자 3층 (삼산동)",
498,서울리더스치과의원,치과의원,032-330-2080,21344,"인천광역시 부평구 체육관로 40, 502호 (삼산동, 신영빌딩)",
499,탁월한내과의원,의원,032-710-8575,21344,"인천광역시 부평구 체육관로 40, 신영프라자 7층 701~703호, 8층 801~802호 (삼산동)",
500,옵티마삼산제일약국,약국,032-515-0774,21318,"인천광역시 부평구 후정동로 12, 105,108호 (삼산동)",
501,중앙성모의원,의원,032-511-4792,21318,"인천광역시 부평구 후정동로 12, (삼산동, 인천삼산벽산블루밍 상가동)",
502,청원약국,약국,032-542-5060,21081,"인천광역시 계양구 도두리로 70, 101호 (작전동, 대동아파트상가)",
503,우리의원,의원,032-507-0061,21399,"인천광역시 부평구 충선로 21, (부평동)",
504,환도약국,약국,032-505-8566,21399,"인천광역시 부평구 충선로 21, (부평동)",
505,허준한약국,약국,032-555-7188,21062,"인천광역시 계양구 용마루6길 8, 1층 (용종동)",
506,만수제일한의원,한의원,032-269-1075,21520,"인천광역시 남동구 백범로 206, 2층 (만수동)",
507,온누리미성약국,약국,462-3097,21520,"인천광역시 남동구 백범로 206, (만수동)",
508,드림약국,약국,032-511-0355,21344,"인천광역시 부평구 체육관로 38, 303호 (삼산동, 세원빌딩)",
509,베스트원성형외과의원,의원,032-503-1666,21344,"인천광역시 부평구 체육관로 38, 세원빌딩 7층 701호 (삼산동)",http://www.feelmi.co.kr
510,서울안아픈세상의원,의원,032-521-5433,21344,"인천광역시 부평구 체육관로 38, (삼산동, 세원빌딩)",
511,연세주니어치과의원,치과의원,032-507-2875,21344,"인천광역시 부평구 체육관로 38, 402호 (삼산동, 세원빌딩)",http://www.yjunior.co.kr/03incheon/
512,예성한의원,한의원,032-514-1676,21318,"인천광역시 부평구 후정동로 8, 201호 (삼산동)",
513,글로리병원,병원,032-262-9000,21344,"인천광역시 부평구 길주로 655, 1층~11층 (삼산동, 글로리타워)",www.gloryhospital.com
514,강약국,약국,032-518-2243,21324,"인천광역시 부평구 수변로 333, (삼산동, 삼산타운주공아파트상가 204호)",
515,삼산명의원,의원,032-515-7991,21324,"인천광역시 부평구 수변로 333, 207호호 (삼산동, 삼산타운)",
516,윤영빈한의원,한의원,032-512-3350,21324,"인천광역시 부평구 수변로 333, 206호 (삼산동, 삼산타운2단지)",
517,교동한의원,한의원,032-288-9001,21344,"인천광역시 부평구 체육관로 34, (삼산동)",
518,수앤미산부인과의원,의원,032-513-0147,21344,"인천광역시 부평구 체육관로 34, (삼산동)",
519,진치과의원,치과의원,032-512-1315,21318,"인천광역시 부평구 후정동로 28, (삼산동)",
520,연세김치과의원,치과의원,032-461-2875,21520,"인천광역시 남동구 백범로 212, 2층 (만수동)",
521,미소진의원,의원,032-525-7222,21400,"인천광역시 부평구 부일로 11, 2층 201호 (부평동, 아이앤비아파트)",http://
522,유림약국,약국,032-525-9772,21400,"인천광역시 부평구 부일로 11, 205호 (부평동, 아이앤비아파트)",
523,이강한방병원,한방병원,032-330-2011,21344,"인천광역시 부평구 길주로 651, 3~5층 (삼산동)",
524,늘봄약국,약국,032-503-0502,21351,"인천광역시 부평구 길주남로 113, (부개동)",
525,서울중앙의원,의원,032-513-8575,21351,"인천광역시 부평구 길주남로 113, 2층 (부개동)",
526,누가의원,의원,032-362-7582,21318,"인천광역시 부평구 후정동로 21, (삼산동)",
527,전원약국,약국,032-522-4410,21318,"인천광역시 부평구 후정동로 21, 1층 (삼산동, 화령빌딩)",
528,계산서울치과의원,치과의원,032-288-2875,21071,"인천광역시 계양구 용종로 2, 201호 (계산동)",
529,성보한의원,한의원,032-545-1769,21071,"인천광역시 계양구 용종로 2, 계산프라자 (계산동)",
530,양앤유의원,의원,032-543-1411,21071,"인천광역시 계양구 용종로 2, 계산프라자 2층 (계산동)",
531,이층메디칼약국,약국,032-541-6005,21071,"인천광역시 계양구 용종로 2, 2층 (계산동)",
532,인천계양속편한내과의원,의원,032-545-8837,21071,"인천광역시 계양구 용종로 2, 202호,304호,305호 (계산동, 계산프라자)",
533,찬수온누리약국,약국,032-554-6232,21071,"인천광역시 계양구 용종로 2, 계산프라자 (계산동)",
534,홍혜준이비인후과의원,의원,032-551-5071,21071,"인천광역시 계양구 용종로 2, 계산프라자 201호 (계산동)",
535,허정일의원,의원,032-529-0123,21351,"인천광역시 부평구 길주남로113번길 11-3, (부개동)",
536,삼산건치과의원,치과의원,032-511-2871,21344,"인천광역시 부평구 체육관로 32, 301-302호 (삼산동, 하이존프라자)",
537,참사랑한의원,한의원,032-511-1071,21344,"인천광역시 부평구 체육관로 32, 402호 (삼산동, 하이존)",http://참사랑한의원.com
538,다나은한방병원,한방병원,032-523-1075,21414,"인천광역시 부평구 경인로999번길 1, 지하1층,지상1층일부,4층,5층 (부평동)",
539,오케이치과의원,치과의원,032-469-7528,21542,"인천광역시 남동구 구월로 307, 2층 (만수동)",http://blog.naver.com/dawnsguy/
540,길목약국,약국,032-512-0008,21351,"인천광역시 부평구 길주남로101번길 4-20, (부개동)",
541,경희수한의원,한의원,032-555-3332,21071,"인천광역시 계양구 용종로 8, 2층 202호 (계산동)",
542,연세선치과의원,치과의원,032-467-2804,21071,"인천광역시 계양구 용종로 8, 2층 201호 (계산동)",http://www.yonseisun.com/
543,서울스마트치과의원,치과의원,032-277-2875,21344,"인천광역시 부평구 길주로647번길 4, 프리엘림 301 일부호 (삼산동)",
544,상쾌한치과의원,치과의원,032-512-2844,21318,"인천광역시 부평구 후정동로 35, (삼산동)",
545,손한의원,한의원,032-514-0011,21318,"인천광역시 부평구 후정동로 35, (삼산동)",
546,오렌지약국,약국,032-517-0938,21318,"인천광역시 부평구 후정동로 35, (삼산동)",
547,윤종욱이비인후과의원,의원,032-507-5175,21318,"인천광역시 부평구 후정동로 35, (삼산동)",
548,튼튼드림약국,약국,032-524-4995,21318,"인천광역시 부평구 후정동로 35, (삼산동)",
549,경희대남한의원,한의원,032-544-1075,21071,"인천광역시 계양구 용종로 14, 은행마을 태평아파트 2층 201호 (계산동)",
550,고은약국,약국,471-8248,21542,"인천광역시 남동구 구월말로 117, 1층 (만수동)",
551,김재민한의원,한의원,464-6880,21542,"인천광역시 남동구 백범로 213, 1층 일부호 (만수동)",
552,열린한의원,한의원,032-501-7587,21344,"인천광역시 부평구 길주로647번길 20, 401호 (삼산동, 삼성프라자)",
553,우리치과의원,치과의원,032-472-2291,21542,"인천광역시 남동구 구월말로 117, 2층 (만수동)",
554,전내과의원,의원,465-0221,21542,"인천광역시 남동구 구월말로 117, 2층 (만수동)",
555,더플랜치과의원,치과의원,032-275-2222,21344,"인천광역시 부평구 체육관로 30, 302호 (삼산동, 이리움프라자)",blog.naver.com/bareunplantdc
556,동인당약국,약국,032-275-8275,21344,"인천광역시 부평구 체육관로 30, 삼산동 이리옴프라자 1층 103호 (삼산동)",
557,동인한의원,한의원,032-516-1075,21344,"인천광역시 부평구 체육관로 30, (삼산동, 이리옴프라자 301호)",
558,리더스영상의학과의원,의원,032-546-4161,21344,"인천광역시 부평구 체육관로 30, 삼산동 이리옴프라자 5층 501, 503, 504, 505호 (삼산동)",
559,삼산연세이비인후과의원,의원,032-262-7575,21344,"인천광역시 부평구 체육관로 30, 4층 (삼산동, 이리옴프라자)",
560,본한의원,한의원,032-521-0519,21400,"인천광역시 부평구 충선로 8, (부평동, 대흥플라자203호)",
561,서울네오플란트치과의원,치과의원,032-526-2804,21351,"인천광역시 부평구 길주남로 109, 2층 (부개동, 송현빌딩)",
562,현대약국,약국,434-4343,21535,"인천광역시 남동구 구월로 306, 상가동 108호 (만수동)",
563,박상현내과의원,의원,032-507-0225,21353,"인천광역시 부평구 부흥로365번길 3, 301호 (부평동, 유니온프라자)",
564,백제약국,약국,032-505-2682,21353,"인천광역시 부평구 부흥로365번길 3, (부평동)",
565,삼산한의원,한의원,032-524-7582,21318,"인천광역시 부평구 부평북로 399, (삼산동)",
566,성심약국,약국,032-508-5679,21399,"인천광역시 부평구 부평문화로130번길 48, 1층 (부평동)",
567,제민의원,의원,032-524-9778,21399,"인천광역시 부평구 부평문화로130번길 48, (부평동)",
568,새봄이비인후과의원,의원,032-527-7050,21400,"인천광역시 부평구 장제로 62, M-city 3층 301, 302호 (부평동)",
569,심재만치과의원,치과의원,032-516-3351,21400,"인천광역시 부평구 장제로 62, 201호, 202호 (부평동, 엠시티빌딩)",
570,큰약국,약국,032-361-0821,21400,"인천광역시 부평구 장제로 62, M-city 106호 (부평동)",
571,삼산미소약국,약국,032-502-7576,21344,"인천광역시 부평구 길주로 643, 명윤빌딩 1층 일부(101호)호 (삼산동)",
572,삼성베스트내과의원,의원,032-710-3964,21344,"인천광역시 부평구 길주로 643, 명윤빌딩 4층 (삼산동)",
573,서울베스트정형외과의원,의원,032-516-7511,21344,"인천광역시 부평구 길주로 643, 명윤빌딩 3층 (삼산동)",
574,인천서울뷰의원,의원,,21344,"인천광역시 부평구 길주로 643, 명윤빌딩 8층 일부호 (삼산동)",http://seoulviewicn.com
575,김상정소아청소년과의원,의원,032-552-2765,21125,"인천광역시 계양구 효서로 385, 상가동 2층 21호 (작전동, 현대아파트)",
576,다사랑내과의원,의원,032-554-2075,21125,"인천광역시 계양구 효서로 385, 현대2차아파트 2층 18호 (작전동)",
577,인하의원,의원,468-7111,21536,"인천광역시 남동구 인주대로 773, 1~4층 (구월동)",
578,모두치과의원,치과의원,032-513-2075,21344,"인천광역시 부평구 체육관로 24, 5층 (삼산동, 청호빌딩)",
579,보성일침한의원,한의원,032-330-1717,21344,"인천광역시 부평구 체육관로 24, 401,402호 (삼산동)",
580,서울근본통내과의원,의원,032-502-8275,21344,"인천광역시 부평구 체육관로 24, 청호빌딩 403,404호 (삼산동)",https://ssnepi.modoo.at
581,장의원,의원,032-511-3353,21344,"인천광역시 부평구 체육관로 24, 3층 (삼산동)",
582,청호약국,약국,032-330-0123,21344,"인천광역시 부평구 체육관로 24, 청호빌딩 1층 103호 (삼산동)",
583,경기프라자약국,약국,032-542-8462,21126,"인천광역시 계양구 아나지로417번길 20, (작전동)",
584,연세모아이비인후과의원,의원,032-543-5382,21126,"인천광역시 계양구 아나지로417번길 20, 3층 (작전동, 태주빌딩)",
585,장생한의원,한의원,032-551-6644,21126,"인천광역시 계양구 아나지로417번길 20, 3층 (작전동)",
586,해담치과의원,치과의원,032-554-7528,21126,"인천광역시 계양구 아나지로417번길 20, 2층 (작전동, 태주빌딩)",
587,행복치과의원,치과의원,032-543-2874,21070,"인천광역시 계양구 용종로 23, 은행마을 태산아파트 상가동 206,207호 (계산동)",
588,보람소아청소년과의원,의원,032-552-0680,21022,"인천광역시 계양구 장제로 1004, 201~203호 (박촌동, 한양수자인상가동)",
589,수자인치과의원,치과의원,032-543-9957,21022,"인천광역시 계양구 장제로 1004, 204,205호 (박촌동, 한양수자인상가동)",
590,행복약국,약국,032-552-2050,21022,"인천광역시 계양구 장제로 1004, 107호 (박촌동, 계양한양수자인)",
591,현대정형외과의원,의원,466-7585,21535,"인천광역시 남동구 구월로 300-1, 1,2,4,5층 (만수동)",
592,구월조은약국,약국,468-1256,21536,"인천광역시 남동구 구월말로3번길 20-1, (구월동, 1층일부)",
593,섬초약국,약국,070-8870-1602,21399,"인천광역시 부평구 장제로76번길 8, 103호 (부평동, 원일팰리스)",
594,박민호치과의원,치과의원,032-546-7817,21126,"인천광역시 계양구 아나지로417번길 21, (작전동)",
595,새날의료소비자생활협동조합 새날의원,의원,032-472-1275,21542,"인천광역시 남동구 백범로227번길 95, 3층 (만수동)",
596,의)상원의료재단부평힘찬병원,병원,032-363-9121,21399,"인천광역시 부평구 장제로 78, (부평동)",http://himchanhospital.com/bupyung/main.php
597,굴포천경희 한의원,한의원,032-503-7580,21344,"인천광역시 부평구 충선로209번길 49, 204호 (삼산동, 삼산노블시티프라자)",
598,정한의원,한의원,032-543-1071,21016,"인천광역시 계양구 형제봉길 57, (귤현동)",
599,부평우리약국,약국,032-522-8868,21399,"인천광역시 부평구 장제로 74, (부평동)",
600,더조은약국,약국,032-501-0369,21318,"인천광역시 부평구 후정로 33, 근린생활시설동 1층 103~104호 (삼산동, 부평삼산 신원아침도시)",
601,동서한의원,한의원,032-554-1858,21126,"인천광역시 계양구 효서로 380, 210, 211호 (작전동, 신현대타운)",
602,종합메디칼약국,약국,032-551-6435,21126,"인천광역시 계양구 효서로 380, 108호 (작전동, 신현대상가)",
603,건강한내과의원,의원,032-544-5475,21126,"인천광역시 계양구 효서로 380, (작전동, 신현대타운)",
604,한솔약국,약국,032-556-8215,21126,"인천광역시 계양구 효서로 380, 106~107호 (작전동, 신현대타운)",
605,부평드림약국,약국,032-507-1834,21399,"인천광역시 부평구 장제로 82, (부평동)",
606,동수녹십자의원,의원,032-525-7531,21406,"인천광역시 부평구 장제로 27, 201호 (부평동, 해마루)",
607,정다운약국,약국,032-516-2750,21406,"인천광역시 부평구 장제로 27, 1층 (부평동, 해마루상가)",
608,다시봄날의원,의원,032-715-6900,21344,"인천광역시 부평구 길주로 635, 엘림타워 301호 (삼산동)",
609,삼성주니어치과의원,치과의원,032-518-2872,21344,"인천광역시 부평구 길주로 635, 302호 (삼산동, 엘림타워)",
610,서울퍼스트내과의원,의원,032-511-7588,21344,"인천광역시 부평구 길주로 635, 엘림타워 2층 201,202호 (삼산동)",
611,엘림약국,약국,032-518-5456,21344,"인천광역시 부평구 길주로 635, 107호 (삼산동, 엘림타워)",
612,한튼튼재활의학과의원,의원,032-519-7500,21344,"인천광역시 부평구 길주로 635, 엘림타워 401, 403호 (삼산동)",
613,행복한소아청소년과의원,의원,032-508-7583,21344,"인천광역시 부평구 길주로 635, 203호 (삼산동, 엘림타워)",
614,한교약국,약국,032-546-4705,21081,"인천광역시 계양구 도두리로 52, 204호 (작전동)",
615,새싹약국,약국,032-555-4925,21016,"인천광역시 계양구 양지로 133, 1층 (귤현동)",
616,연세365소아청소년과의원,의원,032-555-0118,21016,"인천광역시 계양구 양지로 133, 영화빌딩 302호 (귤현동)",
617,365서울채움치과의원,치과의원,032-512-2275,21353,"인천광역시 부평구 부흥로 351, 4층 일부호 (부평동)",
618,부평닥터스신경외과의원,의원,032-506-3330,21353,"인천광역시 부평구 부흥로 351, 2층 (부평동)",
619,로고스치과의원,치과의원,032-511-0428,21353,"인천광역시 부평구 장제로 150, (부평동, 유진마젤란21상가 304호)",
